#Taxon	pc0	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	pc11	pc12	pc13	pc14	pc15	pc16	pc17	pc18	pc19	pc20	pc21	pc22	pc23	pc24	pc25	pc26	pc27	pc28	pc29	pc30
Even4;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	-0.0415422699792	0.0210549463263	-0.0103741107066	0.00214412685683	0.00206047128185	2.40930369005e-05	-0.000754181903448	-3.77393588227e-05	-0.000136558170981	-5.34172504229e-06	2.37740050831e-06	5.39768503501e-05	-3.4586541652e-06	-4.50544302087e-05	-1.67323929299e-06	4.79011366711e-06	3.62925706181e-06	-8.79305843487e-06	-5.71452707373e-06	5.15514385769e-06	-3.07879673857e-07	1.57799269135e-07	-3.23570915939e-06	-9.34348709391e-07	5.19383351335e-07	-3.03530380466e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.8033971267e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;Other;Other;Other	0.347591125667	0.0332425963313	0.0557045253416	0.00563607681802	-0.0219358981759	-0.0447325123291	-0.0137828148097	-0.00839211149301	0.00271226172333	0.00148319004927	0.000122685272757	0.00145686918272	-0.000560196779374	4.01631439981e-05	1.32952806789e-05	-6.27315813979e-05	2.0688839996e-05	-1.45257600762e-05	-1.06587416177e-05	1.71741711611e-05	-9.83730500387e-06	7.73505859193e-06	4.52595171226e-06	3.1907948758e-06	-3.76990586518e-07	1.29426090714e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Trabulsiella	-0.0632068413039	-0.0514706915489	-0.0260745780864	-0.01090472749	-0.0236278109673	0.00451305790074	-0.00577524320104	-0.00248479504099	-0.00104361166816	-0.00176624273759	-0.00051521134234	-9.41492387246e-05	1.77246104694e-05	-0.000505924488401	0.000182464625072	-0.000121146328841	1.49037565084e-05	-4.51339780912e-05	-0.000131993327028	1.03363292093e-05	-7.29258853809e-05	3.48373236453e-05	-1.97081821518e-06	-2.70597002735e-06	-1.09546412106e-07	1.05360485661e-06	5.28075770966e-10	5.7236317016e-10	-2.33693375862e-10	-5.30905339198e-10	5.80339712668e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;Other	0.466234188093	0.069667617299	0.101433599657	0.0147525585322	-0.0530588162765	-0.0738426952416	-0.013900541759	-0.014740405317	0.000642150020496	0.00233893394605	-0.000890500964768	0.00168241880332	-0.00017868888124	0.000364262051065	-3.06588456252e-05	-6.80234504775e-05	-6.62891829601e-06	-2.99644328825e-05	-9.79898194475e-06	1.69542494324e-05	-1.48658589152e-05	7.37236287215e-06	2.61333778276e-06	3.14685299463e-06	4.56495744269e-07	2.22235899222e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even3;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	-0.0422642079625	0.0166532190831	-0.0118658200048	0.00111654788629	0.000883397843521	-0.000476316883766	-0.00045677952569	0.000109823168748	-0.00012525902461	-2.71205491173e-05	4.33066134708e-05	-1.66106652831e-05	1.63741787523e-05	-1.25545987815e-05	-3.55263344086e-07	3.62403246134e-06	1.59204124777e-06	-6.41326108221e-06	-4.01493612326e-06	4.01387437006e-06	-1.39841564644e-07	7.28050448489e-08	-2.6327206021e-06	-7.35574371425e-07	4.22347654005e-07	-2.94442916462e-08	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712669e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;Other	0.462126634277	0.0686737682764	0.1003058809	0.0146901445511	-0.0526868277767	-0.0732996356307	-0.0136505756117	-0.0147292961623	0.000817878722916	0.00226882943848	-0.000960427213443	0.00158496397507	-0.00017447595036	0.000366125213027	-6.9392022266e-05	-6.7372238375e-05	1.80638121801e-05	-2.93482279015e-05	-1.70334942021e-05	1.43066287071e-05	-1.38487281565e-05	6.63483989293e-06	4.54537847426e-06	3.40013205973e-06	2.5417907194e-07	3.07566110074e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even3;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	-0.0493470555573	-0.00240777874641	-0.0115435102121	-0.0121131375535	-0.00222067338445	-0.00149476896193	-0.000286265512838	-0.000655358593486	-3.3502017562e-05	0.00024844222122	-0.000368767548037	-0.000279273527846	-7.18530180068e-05	0.000129732379615	2.42782846382e-05	-2.09453577959e-06	6.97807788484e-06	-1.88537222126e-06	-8.33068460571e-06	1.13595073401e-06	-4.43848658551e-06	2.19101155921e-06	2.94570599154e-07	2.5881845275e-07	-4.51931498286e-09	6.57753263577e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712669e-11
Even1;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	-0.0523490123989	-0.00685375396053	-0.0139107938678	-0.0120365587852	-0.00491880707229	-0.00177080767635	-1.82278001635e-05	-0.000265724999903	-7.85656216094e-05	0.000337041173436	-0.000433717399126	-0.000119969453376	-0.000163875813648	0.000191416993252	4.28935702417e-05	-5.05586958098e-05	1.52675614045e-05	-9.91811347718e-06	-1.11681632031e-06	1.03237252297e-06	-3.76148335574e-06	2.80720951717e-06	2.25793582877e-07	7.40700801738e-09	-3.01041008511e-07	3.11498484937e-09	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even4;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;Other	0.059306842517	-0.0413881435374	-0.053544808511	0.00364286245729	0.0221424411089	-0.0126551099819	0.0108770694688	0.00295433585085	-0.00351277929119	-0.000562990658941	0.00725607876609	0.00166572001621	0.00192039244031	0.00140631789041	-0.000322752620341	0.00014371267924	5.21394629058e-05	0.000334601812588	-0.000406745256549	-8.58484640103e-05	1.70895883239e-05	5.48178919481e-05	2.31044825668e-05	-3.60455571995e-06	-5.68410724388e-06	2.05527284426e-06	5.28075770968e-10	5.72363170163e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712667e-11
Even1;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	-0.0426301746885	0.0170270773359	-0.0117454405729	0.00197573250214	0.000505983453394	0.000372750248786	-0.000815127599871	-0.000223351146113	-0.000145593998473	-9.8528811693e-07	-2.80860670657e-05	0.000143889471694	-2.60238757126e-05	-3.42077261519e-06	-1.04985092413e-06	5.0148022533e-06	-1.65955108212e-06	-1.62202190987e-05	-5.80980214822e-06	-6.29634453171e-06	-6.1623413871e-06	9.59365982103e-07	-1.65435906844e-06	-1.6025704488e-06	2.17237482902e-09	8.55463350224e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712669e-11
Even1;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Sharpea	-0.0732813401351	-0.0515354167533	-0.021281642557	-0.0112992407959	-0.0268443281765	0.00774797318483	-0.00883063732946	-0.00380092150835	-0.00148648461645	-0.00136891861073	-0.000435304237153	-0.000750665195846	0.000336404384859	0.000266811125733	-0.000402774284539	-0.000280175907503	8.03819211363e-05	-0.000121705110602	-6.91380366181e-05	-0.000186682660485	4.40126150769e-05	-1.26621783543e-05	5.80159006916e-06	-1.36402828036e-05	-7.5445823654e-07	1.89496228805e-06	5.28075770969e-10	5.72363170161e-10	-2.33693375863e-10	-5.30905339199e-10	5.80339712669e-11
Even3;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;Other	0.0594369316921	-0.0410861803698	-0.0536222774496	0.00376474142492	0.0217988427523	-0.013122478119	0.0109972563642	0.00316724566863	-0.00349226002712	-0.000578207236404	0.00750626503546	0.00162349067716	0.00202555736824	0.00141311642832	-0.000349083962458	0.000145686995046	4.89388281055e-05	0.000333241281062	-0.000401862309737	-8.44474937397e-05	1.70756963263e-05	5.1952424325e-05	2.35524851992e-05	-4.22447900808e-06	-4.46349433396e-06	2.36583664222e-06	5.28075770969e-10	5.72363170164e-10	-2.33693375863e-10	-5.30905339199e-10	5.80339712667e-11
Even1;k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other	0.127539581946	-0.0250043090186	-0.0224247077224	0.000760525717019	0.0157778033728	-0.00285969380751	-0.000123682666138	-0.000457195219714	-0.000971074168616	0.000156124447443	0.00198285432762	-0.00126025702734	0.00152425589638	0.000115173032102	3.96716997272e-06	-5.35996848741e-05	-4.16725373734e-05	-1.87182239589e-06	2.70942630284e-06	-2.66961177564e-05	1.81637619072e-05	5.567358461e-06	2.58282032579e-06	-1.23167160264e-06	1.94365217461e-06	8.43597533435e-07	5.28075770968e-10	5.72363170157e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712667e-11
Even3;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Sharpea	-0.0719639527036	-0.0517748742239	-0.0218912937709	-0.0107706246803	-0.0265321689527	0.00757090031541	-0.00850656039573	-0.003754045378	-0.00130566136261	-0.000935635585377	-0.000482096433001	-0.000987022427407	0.000229662123119	0.000235581245701	-0.000458379526974	-0.000278160720572	9.94464693144e-05	-0.000109110322194	-6.41452355778e-05	-0.000173481733814	4.80244625104e-05	3.78161453932e-07	9.7968166243e-06	-1.13929607048e-05	-3.10703781622e-06	1.53100345907e-06	5.28075770968e-10	5.7236317016e-10	-2.33693375863e-10	-5.30905339199e-10	5.80339712668e-11
Even3;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.270923167083	0.0315091233814	0.00247335394816	-0.0174762871555	-0.00430993931071	0.0380067538585	0.0177207542392	0.00527330695662	-0.00253271614148	-0.00127443902841	0.00176087356714	0.00073732996485	0.000189021196774	0.00180295782427	-0.000611846212187	-9.49999821886e-06	-5.98091415511e-05	2.70270021723e-05	-4.00866677528e-05	4.5990817413e-05	-5.6602102207e-06	-2.46919347716e-06	1.4205590159e-05	1.29188281054e-05	2.39126939854e-06	5.53931463187e-07	5.28075770968e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712666e-11
Even1;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;Other	0.0576529991357	-0.0416949781236	-0.0540163282835	0.00343560089317	0.0219539388426	-0.0125109465029	0.0110093359333	0.00302236989189	-0.00339294771134	-0.000513747439713	0.00728931379471	0.00177483718681	0.00190197467217	0.00138742266949	-0.000338216203036	0.000154167201961	4.95583419113e-05	0.000338349039536	-0.000410768598495	-8.62834178371e-05	1.71964850366e-05	5.5570873868e-05	2.30267827775e-05	-3.31731933043e-06	-6.15865181145e-06	1.93325110013e-06	5.28075770968e-10	5.72363170163e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712666e-11
Even3;k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other	0.159787732842	-0.0192640922984	-0.0176339385195	0.000303904325969	0.0181005044941	-0.00614441422378	-0.000491240251082	-0.000942555301992	-0.000660358021795	-0.000463813536262	0.00152980881653	-0.000251400577232	0.00074718317675	-1.77485701146e-05	-2.6875716481e-05	0.00012946620185	1.60037313325e-05	-3.24733523907e-06	1.90553875152e-05	-2.38835561974e-05	5.60845325962e-06	-1.1037893698e-05	-7.23463683027e-06	-6.64641828043e-06	-4.2353204727e-07	-2.77608829451e-07	5.28075770965e-10	5.72363170154e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even4;k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other	0.151112092204	-0.0208955607657	-0.0190189647692	0.00110386088175	0.0164752519945	-0.00757546749657	-0.000144564110234	5.47655647485e-05	-0.00104301385183	-0.000518358910179	0.0013178261677	-0.00061356905104	0.00142528837953	0.000117097289571	-0.000117371593367	7.69193944547e-05	-4.2882325038e-05	-4.14406000349e-06	2.06373818017e-05	-1.83086136917e-05	1.05639056274e-05	-5.47173690334e-06	-3.34378068806e-06	-3.94335424153e-06	1.63895881934e-06	3.38395514293e-07	5.28075770967e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712667e-11
Even4;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	-0.0448672583916	-0.00659441344513	-0.0137364701795	-0.0115461039034	-0.00215565875739	-0.00136815950296	-0.0005170515804	-0.000508250232163	-0.000178208695979	0.000305708000516	-0.000273261100221	-0.000159474596747	1.91315735086e-05	0.000112818438109	-1.80036331941e-05	-3.65185745096e-06	7.75471159795e-06	3.16575829627e-06	-3.97524251336e-06	1.62519164862e-06	-2.75056940426e-07	2.27118361144e-07	1.0792585001e-06	6.36761779227e-07	-1.35273362633e-09	3.59363194354e-08	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712668e-11
Even1;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.250524892396	0.0197730837945	-0.00487505287747	-0.0166974628177	0.00126877320165	0.0336184305113	0.0184436319597	0.00338437238863	-0.00300124680906	-0.000976537628986	0.00201412471477	0.0012870507519	0.000387895731959	0.00189960388133	-0.000713041364065	-2.56213104702e-05	-0.000109220914325	-2.96434578259e-05	-2.68184428571e-05	7.23174458219e-05	-3.66560477213e-05	-2.73918539064e-06	9.37411710364e-06	1.37909260619e-05	4.00594477704e-06	5.6847376495e-07	5.28075770968e-10	5.72363170157e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712667e-11
Even3;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter	-0.0462977987344	-0.0523639369658	-0.0336785015626	-0.00720810524035	-0.0182604349103	0.000483737408688	-0.000806925860118	-0.00110724153047	0.00102937578818	0.000113119580776	-0.00129839449345	-0.000623498596693	-0.000414317154133	-0.000603783813563	0.000386569349755	-3.24693356112e-05	5.15795640613e-05	5.49674945685e-06	1.64599610908e-05	-3.00311357117e-05	1.5183978986e-05	5.39713028764e-06	-4.60192527224e-06	-6.17675686295e-06	-2.20373657056e-06	-3.34575697275e-07	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even4;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]	-0.079217053044	0.0242257610314	-0.00262390182639	-0.00166302052024	-0.00992525137474	0.00241224752625	-0.00236518768906	-0.00131051455366	0.000282017571173	-0.00020327422136	-0.000813840746393	-0.000526610996446	-8.54917041994e-05	-0.000201551832621	-4.48116909476e-05	-0.000149441868252	-6.42094297593e-05	-2.07472302133e-05	1.60766094091e-07	5.22423419575e-05	-2.03767744411e-05	7.44412118032e-06	-1.76836609751e-06	6.25071393866e-06	2.34046709638e-06	-1.18103032371e-08	5.28075770965e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.8033971267e-11
Even4;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Sharpea	-0.0644539654256	-0.0520749486902	-0.0252982702842	-0.00948817186707	-0.0239926763103	0.00552539724279	-0.00601998992619	-0.00314860453239	-0.000292813797447	-0.000574095687466	-0.000858308267115	-0.000970243391909	0.000120924105495	5.74202806648e-05	-0.000116278056733	-0.000148460558724	-1.1243503777e-05	-1.82153564452e-05	-1.39710241903e-05	-1.52688489537e-05	2.93100508365e-06	4.6540901339e-06	4.84234750581e-06	2.16824807437e-06	7.41608727415e-08	3.72102016312e-07	5.28075770967e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712666e-11
Even4;k__Bacteria;p__Actinobacteria;Other;Other;Other;Other	0.170408683982	-0.0216401763205	-0.0145091895751	0.00864290219127	0.0272037767824	-0.0112590584297	-0.00317855754326	-0.00250764005514	-0.00675876826651	-0.00168721221525	4.82919951217e-05	-0.00266742325561	0.00323842011483	-0.000259405349654	-0.000263421301293	5.81007712672e-05	-1.26392355254e-05	1.79450021875e-06	-2.86536721193e-05	3.02959526997e-06	-1.2280274357e-05	-6.31887813264e-06	-6.24360085829e-07	1.68425555633e-06	2.27948123653e-06	3.90261907451e-07	5.28075770967e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter	-0.0462977987344	-0.0523639369658	-0.0336785015626	-0.00720810524035	-0.0182604349103	0.000483737408688	-0.000806925860118	-0.00110724153047	0.00102937578818	0.000113119580776	-0.00129839449345	-0.000623498596693	-0.000414317154133	-0.000603783813563	0.000386569349755	-3.24693356112e-05	5.15795640613e-05	5.49674945685e-06	1.64599610908e-05	-3.00311357117e-05	1.5183978986e-05	5.39713028764e-06	-4.60192527224e-06	-6.17675686295e-06	-2.20373657056e-06	-3.34575697275e-07	5.28075770965e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even1;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__	-0.0997179112422	0.0454618551427	0.015257168606	-0.0163865686482	-0.00578796397696	0.00102501125827	-0.00284453583974	-0.0017254897099	-0.000484859116911	-0.00114551891136	-0.000518937351846	-4.05647618689e-05	0.000565257459515	7.60104385938e-05	-0.000124112205057	-0.000106101246335	0.000100928622981	-0.000197740749592	-7.41382417443e-05	-8.69450648121e-05	-3.0450189012e-05	1.0018946515e-05	-1.4410047232e-05	-1.67209474683e-05	-3.34279691763e-07	1.05143951013e-06	5.28075770965e-10	5.7236317016e-10	-2.33693375862e-10	-5.30905339199e-10	5.80339712676e-11
Even4;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.274637011148	0.028268249088	0.0020957125948	-0.0194099477878	-0.00317086779981	0.0375257779085	0.0179478627907	0.00507906578215	-0.0022428599821	-0.00144250835126	0.00148151607998	0.000527688638573	0.000159004792522	0.00139856313466	-0.000444733826332	2.50308113176e-06	-5.9083143839e-05	-1.67658322638e-05	-2.01887375025e-05	3.80093171624e-05	-1.85767710362e-05	-1.85703924096e-06	6.3065858154e-06	8.06232317863e-06	2.2386205904e-06	3.81431213577e-07	5.28075770967e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
Even1;k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	-0.0514989918563	-0.0518236256801	-0.0302600746405	-0.00920576717031	-0.0197993295964	0.00226407756467	-0.0038615860445	-0.000940823933102	-0.00116145109086	-0.000354255400587	-0.000330683200336	8.9136762354e-05	-0.000194102689563	0.000371594883232	-4.25635211157e-05	-3.10622604942e-05	3.33659839421e-06	-1.33120447594e-05	-1.02098630935e-05	-1.5227835281e-05	1.29477022206e-06	1.70884594035e-06	7.19259373766e-07	-1.22993243236e-06	-3.82324287599e-07	1.61465525308e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712667e-11
Even4;k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;Other	0.0181324095457	-0.0488496146754	-0.0468590210437	-0.00192501661159	0.00584905530907	-0.00709367269164	0.00516757008894	0.00199698471343	0.00108302101504	0.000904861428408	0.00114852444056	0.000213378127522	-0.000805351296132	7.2737100427e-05	-8.96576087339e-05	0.000123941639339	-0.000165808488094	1.30679231686e-05	1.85381530651e-05	4.28041066714e-05	-1.17891396332e-05	4.7705599104e-05	1.103711131e-05	-1.17409531025e-05	1.26471148277e-05	4.99651366963e-06	5.2807577098e-10	5.7236317017e-10	-2.33693375863e-10	-5.30905339202e-10	5.80339712673e-11
Even1;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia	-0.0802020352172	0.00589241663689	-0.00412782489129	-0.00995896138853	-0.0124538866591	0.002482358947	-0.00315269719563	-0.00197241057449	0.000175277711428	-0.00018388148461	-0.000841104435487	-0.000635521415925	0.000272551308557	6.38614022042e-06	-2.11849510239e-05	-0.00013510822327	-2.82567441095e-05	-4.24418752145e-05	-2.74558124046e-06	3.77585888253e-05	-2.21079706496e-05	7.74601580257e-06	5.32711015514e-06	8.5208047448e-06	1.84198389088e-06	3.33943866748e-07	5.28075770966e-10	5.72363170156e-10	-2.33693375863e-10	-5.30905339198e-10	5.80339712668e-11
Even4;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;Other	0.124811050171	0.0161120582647	-0.0191400254511	0.0225659474904	0.0125659227051	0.000429827135936	-0.000280826948286	0.00142170603847	-0.000645636929505	-0.00116834734608	0.00155476956497	0.000736790583096	0.000513875046028	0.000828334541715	-0.000425467848374	4.87738717359e-05	-3.80552826534e-05	1.03493873173e-05	-1.3450357447e-05	6.1684858326e-05	-2.33823298846e-05	-7.64605968685e-06	6.9532052872e-06	9.72304491327e-06	2.62840699059e-06	2.07763415286e-07	5.28075770967e-10	5.72363170155e-10	-2.33693375863e-10	-5.30905339197e-10	5.80339712666e-11
