,Dataset,SampleID,Reference,Method,Parameters,Precision,Recall,F-measure,Pearson r,Pearson p,Spearman r,Spearman p,best N alignments,confidence,coverage,e value,e-value,max accepts,min consensus fraction,similarity
2338,F2-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.9:5:0.8:1.0:full-ref,1.0,0.3010869565217391,0.4628237259816207,0.1547988402798843,2.4572584652481907e-11,0.14832295311713536,1.622206449156335e-10,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2474,B2-iter1,S1,gg_13_8_otus,sortmerna,1.0:0.9:5:0.8:1.0:full-ref,1.0,0.4966923925027563,0.663720073664825,0.20638561840840913,6.692433918139216e-19,0.569385260585912,2.1499208506212354e-156,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
2610,F1-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.9:5:0.8:1.0:full-ref,1.0,0.35890698896479245,0.5282289249806651,0.1376051721694624,1.6646033010629176e-09,0.15833535708738644,3.745978906573637e-12,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 9.0]"
27,F1-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.8895238095238095,0.25603070175438597,0.3976160068114091,0.0597219458235913,0.009557220859946765,-0.000262645162109075,0.9909150767489892,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
163,B1-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9832970225127088,0.7602470522178552,0.857504749841672,0.1255226569263802,8.850918537193059e-08,0.4604014828356137,2.4844473405653862e-95,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
299,B1-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9805194805194806,0.7647720877884074,0.859310780904205,0.12945968424513793,3.428154085680271e-08,0.455149956161917,6.030909263258096e-93,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
435,F2-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.945273631840796,0.3066164604626143,0.46303818034118605,0.13284150871304698,6.626439491961783e-09,0.0812674685854446,0.00040253068503752455,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
571,B2-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.96852871754524,0.6939120631341601,0.8085385878489327,0.14658100754188946,3.5495742045503936e-10,0.4848242585305687,1.4309912867736076e-107,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
707,B1-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9792412312097352,0.7528893780957623,0.851275668948351,0.12401713621972472,9.019408784352152e-08,0.4453688492768484,1.234848643896091e-90,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
843,F1-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9095744680851063,0.26348228043143296,0.4086021505376344,0.06924526387835621,0.0019550676953180315,0.023579029820718488,0.292136735030143,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
979,B1-iter2,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9862815884476535,0.7644096250699496,0.8612862547288777,0.12409251458677716,1.220655405709132e-07,0.46309799335997864,1.1198163400930898e-96,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1115,F2-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9365609348914858,0.29341004184100417,0.44683393070489846,0.08142831250871314,0.0003188913186630834,0.028679053164346092,0.20555568671672825,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1251,F2-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9547920433996383,0.2829581993569132,0.43654402645721374,0.16886816960768547,1.4504369752071342e-13,0.1537864138398393,1.7788934589326995e-11,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1387,F2-iter1,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.940032414910859,0.29835390946502055,0.45294806716126507,0.13496291002021063,1.631434253380352e-09,0.0981552029303684,1.2057377155262282e-05,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1523,B2-iter3,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9687743950039032,0.7015262860373093,0.8137704918032787,0.1439623833844644,7.704902109618442e-10,0.4771692514273801,1.6346690765600377e-103,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1659,F1-iter3,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.897196261682243,0.25396825396825395,0.3958762886597938,0.12158546800402574,7.502580765350573e-08,0.05525172988364946,0.01480904580993931,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1795,B1-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9843416370106761,0.7774030354131535,0.868718592964824,0.1262633853928338,7.607501187417105e-08,0.4561431261719237,3.0536790344227932e-93,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
1931,F1-iter0,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9085923217550275,0.25698035160289556,0.4006449012494962,0.10355394832090231,3.799930339955052e-06,0.05092976355848764,0.023294977356622663,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2067,B2-iter0,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9585289514866979,0.6851230425055929,0.7990867579908675,0.14492469740996783,4.182790605883807e-10,0.4854035754305793,1.938208957643824e-109,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2203,B2-iter4,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9802058590657166,0.690462911321807,0.8102094240837696,0.14666120127396134,3.3200860062558754e-10,0.518147989299173,1.8882008687575286e-125,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2339,F2-iter2,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9622641509433962,0.3048913043478261,0.46306231943871234,0.152556260443655,3.658505121639451e-11,0.13200353976145557,1.082420957769898e-08,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2475,B2-iter1,S1,gg_13_8_otus,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9661417322834646,0.6764057331863286,0.7957198443579766,0.15188697895425782,4.7346022937494486e-11,0.4831142770517414,3.317290942601458e-109,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
2611,F1-iter4,S1,unite-97-rep-set,sortmerna,0.51:0.8:5:0.8:1.0:full-ref,0.9024822695035462,0.2674724119810825,0.4126469396027564,0.10361936924979236,4.337296644476948e-06,0.04920636370909269,0.029460030589820184,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 5.0, 1.0]","[0.0, '.', 8.0]"
28,F1-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9797336421540244,0.9276315789473685,0.952970994086173,0.021038499240510277,0.36462433136969186,0.014232020795784131,0.5397124564179752,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
164,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9847887323943662,0.9814710836608647,0.983127109111361,0.03183398988050278,0.17605352798165994,0.1288970368020371,3.7991164615066706e-08,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
300,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9853768278965129,0.9859313449634215,0.9856540084388186,0.028881068280291505,0.2202943391751403,0.10887147781180834,3.5962919983034684e-06,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
436,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9484240687679083,0.8902635825712749,0.91842397336293,0.001645162536473453,0.9421377686309605,-0.02387878355124473,0.29203767236040157,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
572,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9648506151142355,0.9284103720405863,0.9462798046538352,0.06370411465235276,0.006351605186146535,0.2384429041835376,4.009203761813157e-25,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
708,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.984013230429989,0.9823885525591635,0.9832002203249793,0.030497516746060497,0.19028177182747966,0.12708818374442238,4.280089014412819e-08,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
844,F1-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9816414686825053,0.9337442218798151,0.9570939720979206,0.03110993239881408,0.16632319212872593,0.027939000233104687,0.21387569168685266,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
980,B1-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9887514060742407,0.9837716843872412,0.9862552594670406,0.029728007322808774,0.20655062306350164,0.12141512758535684,2.257180348201625e-07,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1116,F2-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9576690489279824,0.9110878661087866,0.9337979094076655,-0.00574011176813902,0.7980744898717851,-0.02482805336251927,0.268397204730411,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1252,F2-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9461756373937678,0.894962486602358,0.9198567887634261,0.021891832130937313,0.33257616598854,0.007779796273832867,0.7306209414312321,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1388,F2-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9535887749595251,0.9089506172839507,0.9307347906241769,0.016224951588047393,0.4650103904774635,0.0032164263452190557,0.8848459797161824,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1524,B2-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9566998244587478,0.9242509892594686,0.9401955146635997,0.06440246671205854,0.00567824863854745,0.22576417387459072,9.950147466171282e-23,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1660,F1-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9793871866295265,0.9301587301587302,0.9541383989145183,0.035099022639295326,0.12350236300736644,0.032069980549023804,0.1593550727043704,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1796,B1-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9841718485019785,0.9786396852164138,0.9813979706877114,0.03564541080122025,0.12985415329816308,0.13701614934572443,4.976246402111392e-09,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1932,F1-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9821525148729042,0.9389865563598759,0.9600845889505683,0.02396427737087059,0.2880933537848841,0.019466829024023323,0.3881903506936173,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2068,B2-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9576811594202899,0.9239373601789709,0.9405066894392257,0.063356445048324,0.0062557902875532215,0.2339952966196351,1.4558537553474514e-24,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2204,B2-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9645966337782936,0.9269380925822643,0.9453924914675768,0.061292107060666054,0.008294911611932354,0.2183619750869493,1.8900397203312806e-21,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2340,F2-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9590909090909091,0.9173913043478261,0.9377777777777777,0.01233166923238516,0.589964389654996,-0.006961388807691042,0.7609745741310783,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2476,B2-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9642857142857143,0.9228224917309813,0.9430985915492958,0.06604477839002795,0.004212379276449618,0.24162029726864287,2.512203375419836e-26,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2612,F1-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:1:0.9:1.0:full-ref,0.9746556473829201,0.929584866001051,0.9515868746637978,0.02174687365045208,0.3372730750531664,0.013734158532838069,0.5445359479074352,[1.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
29,F1-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9984732824427481,0.35855263157894735,0.527632109721662,0.14761613294327772,2.3491167528797645e-10,0.1536327608333147,4.170124306101647e-11,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
165,B1-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9984779299847792,0.7366647950589557,0.8478190630048464,0.13162338752570626,2.429341015305095e-08,0.4615906914926135,8.799871820055259e-95,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
301,B1-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9961568024596464,0.7293190770962296,0.8421052631578948,0.14232617030082043,1.5930861891256582e-09,0.48609536687239374,2.4897930820738824e-106,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
437,F2-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9983108108108109,0.3179128563743948,0.48225214198286415,0.17615818576220282,1.9771302303600266e-14,0.15422301957002849,2.2801300681302312e-11,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
573,B2-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9907149489322191,0.6014656144306652,0.748509294984216,0.17585239929672428,7.392038932113153e-14,0.5412263348589897,2.6042812850749042e-136,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
709,B1-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9961744452945677,0.7165657677490369,0.8335467349551856,0.13464070877602968,7.952207795152995e-09,0.46290657954223646,1.9857692698405067e-97,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
845,F1-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9929971988795518,0.36414997431946583,0.5328823750469748,0.12233743008545347,5.894937444367758e-08,0.11121568032932819,8.401177917269055e-07,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
981,B1-iter2,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9992447129909365,0.7403469501958589,0.85053037608486,0.13079124894689617,2.849104197486993e-08,0.4715186189057465,1.2076291529326227e-99,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1117,F2-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.995114006514658,0.3195606694560669,0.4837688044338876,0.13248691168715535,5.898621006454685e-09,0.11451950972364235,5.041626625075458e-07,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1253,F2-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9931740614334471,0.31189710610932475,0.4747145187601957,0.17620625515104374,1.656717862810273e-14,0.1764078671371372,1.5452751008806837e-14,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1389,F2-iter1,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9951534733441034,0.3168724279835391,0.48068669527896996,0.17345574422407964,1.2852720401276184e-14,0.1679318307421858,8.769410145936957e-14,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1525,B2-iter3,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9882352941176471,0.6172979084228377,0.7599164926931107,0.17287434704274438,2.012838762015941e-13,0.5460655658175214,4.737776298004541e-139,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1661,F1-iter3,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9926686217008798,0.3582010582010582,0.526438569206843,0.16478635476707484,5.272787050700881e-13,0.15131449531554142,3.573306865663108e-11,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1797,B1-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,1.0,0.7515458122540754,0.8581514762516047,0.13428252340571759,1.3036869735980988e-08,0.45941796515665867,1.3649340114526934e-93,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
1933,F1-iter0,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9922239502332815,0.3298862461220269,0.4951493985254172,0.1396826338212432,6.527522880855722e-10,0.13113264810343161,6.806765573112992e-09,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2069,B2-iter0,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9897196261682243,0.5922818791946308,0.7410776766969908,0.17635184561098227,4.927852007288351e-14,0.5751663941133366,5.844917612232727e-159,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2205,B2-iter4,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9907663896583564,0.5984383714445064,0.7461752433936022,0.173228323277081,1.2964011291456656e-13,0.5639078950020953,7.075401514960651e-152,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2341,F2-iter2,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,1.0,0.3130434782608696,0.4768211920529802,0.17958854976649583,8.397171258303711e-15,0.18324579995513693,2.3334680396711574e-15,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2477,B2-iter1,S1,gg_13_8_otus,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9896713615023475,0.5810363836824697,0.732198680097256,0.1821347628976543,4.464679527375889e-15,0.550813137535916,2.5831442171652257e-145,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
2613,F1-iter4,S1,unite-97-rep-set,sortmerna,0.76:0.9:5:0.8:1.0:full-ref,0.9942528735632183,0.36363636363636365,0.5325125048095423,0.13989456990775875,8.501362725950605e-10,0.14966462507404799,5.083204361083294e-11,[5.0],,"[0.0, '.', 8.0]","[1.0, '.', 0.0]",,,"[0.0, '.', 7.0, 6.0]","[0.0, '.', 9.0]"
30,F1-iter2,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.551440329218107,0.07346491228070176,0.1296565070149976,-0.22561707935850145,9.882881375213031e-24,-0.36789207858829953,5.174044447088373e-63,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
166,B1-iter0,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.9855630413859481,0.574957888826502,0.726241134751773,0.17495620826879366,8.203682660215045e-14,0.5252057549470533,6.683409632482912e-128,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
302,B1-iter3,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.9800190294957184,0.5796285875070343,0.7284299858557284,0.18272430537730672,5.788803709538581e-15,0.5157079361842625,9.567574809805183e-123,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
438,F2-iter4,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.4881889763779528,0.06670252824098978,0.11736867013724561,-0.23285300769288317,6.748812952630726e-26,-0.4230950336994678,3.3138690544980916e-87,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
574,B2-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.9879839786381842,0.41713641488162345,0.5866032500990884,0.22954530945087154,9.488791833412792e-23,0.566021983666906,1.4312050770570696e-151,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
710,B1-iter4,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.9839015151515151,0.5718216840946615,0.7232857640097459,0.17351758871710987,7.281545007590999e-14,0.5203599737994258,8.608535493681869e-128,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
846,F1-iter1,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.48828125,0.06420133538777606,0.1134816159782115,-0.3141327582779997,8.109385568704708e-49,-0.4459709772770356,4.222027949050109e-102,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
982,B1-iter2,S1,gg_13_8_otus,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.9848197343453511,0.5808617795187465,0.7307286166842661,0.17469164795259864,8.014718144904682e-14,0.5245271683365321,5.231670524718396e-128,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1118,F2-iter0,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.4136690647482014,0.06014644351464435,0.1050228310502283,-0.36897973688784735,6.246901841263961e-68,-0.5367617695085967,3.445340345422334e-155,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
1254,F2-iter3,S1,unite-97-rep-set,sortmerna,1.0:0.8:5:0.9:1.0:partial-ref,0.5037878787878788,0.07127545551982852,0.12488262910798123,-0.16604332942951897,8.182096128000279e-14,-0.3860063116737695,5.866491047061437e-72,[5.0],,"[0.0, '.', 9.0]","[1.0, '.', 0.0]",,,"[1.0, '.', 0.0]","[0.0, '.', 8.0]"
